BLOCK,LATITUDE,LONGITUDE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT
100 - 149 BLOCK OF K STREET SE,38.87840535,-77.00537086,6,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131
100 - 149 BLOCK OF L STREET SE,38.87752505,-77.00520783,6,8F,1.0,106.0,Cluster 27,007202 1,7202.0,Precinct 131
100 - 149 BLOCK OF Q STREET NE,38.91111435,-77.00566814,5,5F,5.0,502.0,Cluster 21,008701 1,8701.0,Precinct 75
100 - 149 BLOCK OF V STREET NW,38.91811227,-77.01284521,5,5E,3.0,306.0,Cluster 21,003301 2,3301.0,Precinct 135
100 - 151 BLOCK OF M STREET SE,38.87648126,-77.00501576,6,8F,1.0,106.0,Cluster 27,007202 1,7202.0,Precinct 131
100 - 159 BLOCK OF R STREET NE,38.9125974,-77.00545991,5,5F,5.0,502.0,Cluster 21,008701 1,8701.0,Precinct 75
100 - 162 BLOCK OF JOLIET STREET SW,38.82126524,-77.0063425,8,8D,7.0,708.0,Cluster 39,010900 2,10900.0,Precinct 126
100 - 165 BLOCK OF MISSISSIPPI AVENUE SE,38.83373357,-77.00483297,8,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124
100 - 189 BLOCK OF NEW YORK AVENUE NW,38.90605218,-77.01278435,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
100 - 199 BLOCK OF 10TH STREET NE,38.8914846,-76.99264716,6,6A,1.0,108.0,Cluster 26,008100 3,8100.0,Precinct 85
100 - 199 BLOCK OF 10TH STREET SE,38.88821073,-76.99264455,6,6B,1.0,107.0,Cluster 26,006700 3,6700.0,Precinct 88
100 - 199 BLOCK OF 11TH STREET NE,38.89118779,-76.99153036,6,6A,1.0,108.0,Cluster 26,008100 3,8100.0,Precinct 85
100 - 199 BLOCK OF 11TH STREET SE,38.8884098,-76.99152767,6,6B,1.0,107.0,Cluster 26,006700 3,6700.0,Precinct 88
100 - 199 BLOCK OF 12TH STREET NE,38.89119363,-76.99024593,6,6A,1.0,108.0,Cluster 26,008002 2,8002.0,Precinct 86
100 - 199 BLOCK OF 12TH STREET SE,38.88841076,-76.99023974,6,6B,1.0,107.0,Cluster 26,006700 2,6700.0,Precinct 88
100 - 199 BLOCK OF 15TH STREET SE,38.88813536,-76.9836494,7,7D,1.0,107.0,Cluster 26,006801 2,6801.0,Precinct 87
100 - 199 BLOCK OF 16TH STREET NE,38.89146879,-76.98221332,7,7D,1.0,108.0,Cluster 26,008002 1,8002.0,Precinct 86
100 - 199 BLOCK OF 16TH STREET SE,38.88813163,-76.98221779,7,7D,1.0,107.0,Cluster 26,006801 2,6801.0,Precinct 87
100 - 199 BLOCK OF 17TH STREET SE,38.88813172,-76.98076459,7,7D,1.0,107.0,Cluster 26,006801 2,6801.0,Precinct 87
100 - 199 BLOCK OF 19TH STREET SE,38.88812979,-76.97725784,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87
100 - 199 BLOCK OF 34TH STREET SE,38.88817855,-76.95751589,7,7F,6.0,603.0,Cluster 32,007708 1,7708.0,Precinct 132
100 - 199 BLOCK OF 35TH STREET SE,38.88818419,-76.95607117,7,7F,6.0,603.0,Cluster 32,007708 1,7708.0,Precinct 132
100 - 199 BLOCK OF 36TH STREET NE,38.89164462,-76.95290609,7,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102
100 - 199 BLOCK OF 40TH STREET NE,38.89138946,-76.94724632,7,7F,6.0,603.0,Cluster 32,009603 1,9603.0,Precinct 102
100 - 199 BLOCK OF 41ST STREET NE,38.89136493,-76.94455645,7,7F,6.0,603.0,Cluster 32,009603 1,9603.0,Precinct 102
100 - 199 BLOCK OF 42ND STREET NE,38.89241485,-76.94261136,7,7F,6.0,603.0,Cluster 32,009603 1,9603.0,Precinct 102
100 - 199 BLOCK OF 48TH PLACE NE,38.8911252,-76.93390014,7,7F,6.0,608.0,Cluster 33,007804 3,7804.0,Precinct 98
100 - 199 BLOCK OF 4TH STREET NE,38.89147564,-77.0005753,6,6C,1.0,108.0,Cluster 26,008200 3,8200.0,Precinct 89
100 - 199 BLOCK OF 4TH STREET SE,38.88813957,-77.0005759,6,6B,1.0,106.0,Cluster 26,006600 1,6600.0,Precinct 89
100 - 199 BLOCK OF 53RD STREET NE,38.89125958,-76.92604817,7,7C,6.0,608.0,Cluster 33,007808 1,7808.0,Precinct 96
100 - 199 BLOCK OF 5TH STREET NE,38.89147591,-76.99951069,6,6C,1.0,108.0,Cluster 26,008200 3,8200.0,Precinct 89
100 - 199 BLOCK OF 5TH STREET SE,38.8881365,-76.99951472,6,6B,1.0,107.0,Cluster 26,006600 1,6600.0,Precinct 89
100 - 199 BLOCK OF 6TH STREET NE,38.89147527,-76.9984501,6,6C,1.0,108.0,Cluster 26,008200 3,8200.0,Precinct 89
100 - 199 BLOCK OF 6TH STREET SE,38.88813785,-76.99845147,6,6B,1.0,107.0,Cluster 26,006600 1,6600.0,Precinct 89
100 - 199 BLOCK OF 9TH STREET SE,38.88798419,-76.99376107,6,6B,1.0,107.0,Cluster 26,006700 3,6700.0,Precinct 88
100 - 199 BLOCK OF ANACOSTIA ROAD SE,38.88826443,-76.95287202,7,7F,6.0,603.0,Cluster 32,007703 4,7703.0,Precinct 107
100 - 199 BLOCK OF ATLANTIC STREET SE,38.83107991,-77.00471225,8,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124
100 - 199 BLOCK OF BRYANT STREET NW,38.9209645,-77.01351351,5,5E,3.0,306.0,Cluster 21,003301 3,3301.0,Precinct 135
100 - 199 BLOCK OF C STREET SE,38.8860371,-77.00470287,6,6B,1.0,106.0,Cluster 26,006500 1,6500.0,Precinct 130
100 - 199 BLOCK OF CARROLL STREET NW,38.97483787,-77.01432486,4,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63
100 - 199 BLOCK OF D STREET SE,38.88506239,-77.00470482,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
100 - 199 BLOCK OF DIVISION AVENUE NE,38.89133232,-76.9279635,7,7C,6.0,608.0,Cluster 33,007808 1,7808.0,Precinct 96
100 - 199 BLOCK OF DUDDINGTON PLACE SE,38.88260201,-77.00470155,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
100 - 199 BLOCK OF E STREET SE,38.88323423,-77.00470512,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
100 - 199 BLOCK OF EMERSON STREET NW,38.94992283,-77.01363298,4,4D,4.0,407.0,Cluster 19,002202 1,2202.0,Precinct 57
100 - 199 BLOCK OF F STREET NE,38.89734074,-77.004141,6,6C,1.0,102.0,Cluster 25,010603 1,10603.0,Precinct 144
100 - 199 BLOCK OF F STREET SE,38.88196048,-77.00469114,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
100 - 199 BLOCK OF FLORIDA AVENUE NE,38.9086192,-77.0039535,5,5F,5.0,501.0,Cluster 23,008702 3,8702.0,Precinct 75
100 - 199 BLOCK OF FORT DRIVE NE,38.94087806,-77.00524781,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44
100 - 199 BLOCK OF H STREET SE,38.88051911,-77.0045411,8,8F,1.0,106.0,Cluster 27,007203 3,7203.0,Precinct 131
100 - 199 BLOCK OF INGRAHAM STREET NW,38.95452041,-77.01256934,4,4D,4.0,403.0,Cluster 18,002102 3,2102.0,Precinct 57
100 - 199 BLOCK OF IRVING STREET NW,38.93122672,-77.01391243,5,5E,4.0,405.0,Cluster 21,002302 1,2302.0,Precinct 44
100 - 199 BLOCK OF IVANHOE STREET SW,38.82131271,-77.00900265,8,8D,7.0,708.0,Cluster 39,010900 1,10900.0,Precinct 126
100 - 199 BLOCK OF JEFFERSON STREET NW,38.95559068,-77.01261614,4,4D,4.0,403.0,Cluster 18,002102 3,2102.0,Precinct 57
100 - 199 BLOCK OF JOLIET STREET SW,38.81938735,-77.00890976,8,8D,7.0,708.0,Cluster 39,010900 2,10900.0,Precinct 126
100 - 199 BLOCK OF K STREET NE,38.9025152,-77.00472811,6,6E,1.0,102.0,Cluster 25,010603 1,10603.0,Precinct 144
100 - 199 BLOCK OF KENNEDY STREET NW,38.95658753,-77.01263132,4,4B,4.0,406.0,Cluster 17,002102 3,2102.0,Precinct 57
100 - 199 BLOCK OF L STREET NE,38.9037316,-77.00472831,6,6E,5.0,501.0,Cluster 25,010603 3,10603.0,Precinct 144
100 - 199 BLOCK OF L STREET NW,38.90373897,-77.01316992,6,6E,1.0,102.0,Cluster 8,004704 2,4704.0,Precinct 1
100 - 199 BLOCK OF M STREET NW,38.90565455,-77.01282256,6,6E,1.0,102.0,Cluster 8,004704 2,4704.0,Precinct 1
100 - 199 BLOCK OF M STREET SW,38.87645776,-77.01320523,6,6D,1.0,105.0,Cluster 9,010500 5,10500.0,Precinct 128
100 - 199 BLOCK OF N STREET NE,38.9072363,-77.00470052,6,6E,5.0,501.0,Cluster 25,010601 2,10601.0,Precinct 144
100 - 199 BLOCK OF N STREET NW,38.90723424,-77.01291242,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
100 - 199 BLOCK OF NORTH CAROLINA AVENUE SE,38.8839198,-77.00471395,6,6B,1.0,106.0,Cluster 26,006500 2,6500.0,Precinct 130
100 - 199 BLOCK OF O STREET SW,38.87296146,-77.01277097,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
100 - 199 BLOCK OF P STREET SW,38.87203591,-77.01292265,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
100 - 199 BLOCK OF PEABODY STREET NE,38.9626975,-77.00529044,4,4B,4.0,406.0,Cluster 19,009505 2,9505.0,Precinct 64
100 - 199 BLOCK OF PEABODY STREET NW,38.96270028,-77.01250859,4,4B,4.0,406.0,Cluster 17,001902 1,1902.0,Precinct 64
100 - 199 BLOCK OF Q STREET SW,38.87074242,-77.01292004,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
100 - 199 BLOCK OF QUINCY PLACE NE,38.91185971,-77.00556282,5,5F,5.0,502.0,Cluster 21,008701 1,8701.0,Precinct 75
100 - 199 BLOCK OF R STREET NW,38.91260296,-77.01273295,5,5E,3.0,308.0,Cluster 21,003302 2,3302.0,Precinct 19
100 - 199 BLOCK OF RANDOLPH PLACE NW,38.91334395,-77.01312142,5,5E,3.0,308.0,Cluster 21,003302 1,3302.0,Precinct 19
100 - 199 BLOCK OF RITTENHOUSE STREET NW,38.96495392,-77.01289484,4,4B,4.0,406.0,Cluster 17,001902 2,1902.0,Precinct 59
100 - 199 BLOCK OF ROCK CREEK CHURCH ROAD NW,38.94266253,-77.01274904,4,4C,4.0,407.0,Cluster 18,002301 2,2301.0,Precinct 46
100 - 199 BLOCK OF S STREET NW,38.91408587,-77.0131618,5,5E,3.0,308.0,Cluster 21,003302 1,3302.0,Precinct 19
100 - 199 BLOCK OF SEATON PLACE NW,38.91482625,-77.01327551,5,5E,3.0,308.0,Cluster 21,003302 1,3302.0,Precinct 19
100 - 199 BLOCK OF SHERIDAN STREET NW,38.96613343,-77.01320522,4,4B,4.0,406.0,Cluster 17,001902 2,1902.0,Precinct 59
100 - 199 BLOCK OF T STREET SW,38.86727659,-77.01292387,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
100 - 199 BLOCK OF TENNESSEE AVENUE NE,38.89121218,-76.98907008,6,6A,1.0,108.0,Cluster 26,008002 2,8002.0,Precinct 86
100 - 199 BLOCK OF THOMAS STREET NW,38.91627992,-77.01328766,5,5E,3.0,306.0,Cluster 21,003301 2,3301.0,Precinct 135
100 - 199 BLOCK OF TRENTON PLACE SE,38.84109613,-77.00570652,8,8C,7.0,707.0,Cluster 39,010400 1,10400.0,Precinct 123
100 - 199 BLOCK OF TUCKERMAN STREET NE,38.96733816,-77.00580324,4,4B,4.0,406.0,Cluster 19,009505 2,9505.0,Precinct 64
100 - 199 BLOCK OF URELL PLACE NE,38.94216324,-77.00512489,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44
100 - 199 BLOCK OF VARNUM STREET NE,38.94286229,-77.00512725,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44
100 - 199 BLOCK OF VICTOR STREET NE,38.94347278,-77.00502567,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44
100 - 199 BLOCK OF WALTMAN PLACE NE,38.96326502,-77.00523083,4,4B,4.0,406.0,Cluster 19,009505 2,9505.0,Precinct 64
100 - 199 BLOCK OF WEBSTER STREET NE,38.94408698,-77.00477159,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44
100 - 199 BLOCK OF WHITTIER STREET NW,38.97130508,-77.01214891,4,4B,4.0,401.0,Cluster 19,001702 2,1702.0,Precinct 63
100 - 199 BLOCK OF XENIA STREET SE,38.8330169,-77.00450782,8,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124
100 - 199 BLOCK OF YUMA STREET SE,38.83205415,-77.00461795,8,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124
100 - 208 BLOCK OF M STREET NE,38.90564363,-77.00447272,6,6E,5.0,501.0,Cluster 25,010601 2,10601.0,Precinct 144
100 - 2099 BLOCK OF BLOOMINGDALE COURT NW,38.91759377,-77.01268656,5,5E,3.0,306.0,Cluster 21,003301 2,3301.0,Precinct 135
100 - 222 BLOCK OF 35TH STREET NE,38.89182502,-76.95397954,7,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102
100 - 231 BLOCK OF V STREET SW,38.86462219,-77.01292707,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
100 - 299 BLOCK OF ALLISON STREET NW,38.94538779,-77.01515792,4,4D,4.0,407.0,Cluster 19,002202 1,2202.0,Precinct 57
100 - 299 BLOCK OF BATES STREET NW,38.91038077,-77.01367247,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
100 - 299 BLOCK OF FRANKLIN STREET NE,38.92575943,-77.00414923,5,5E,5.0,502.0,Cluster 21,009203 1,9203.0,Precinct 74
100 - 299 BLOCK OF MARYLAND AVENUE SW,38.88855574,-77.01387956,6,6B,1.0,102.0,Cluster 45,980000 1,980000.0,Precinct 129
100 - 299 BLOCK OF MICHIGAN AVENUE NW,38.9263989,-77.01466583,5,5E,4.0,405.0,Cluster 21,002302 1,2302.0,Precinct 44
100 - 299 BLOCK OF O STREET NW,38.90856874,-77.01367027,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
100 - 299 BLOCK OF P STREET NW,38.90964073,-77.01367405,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
100 - 299 BLOCK OF Q STREET NW,38.9111208,-77.01367272,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
100 - 379 BLOCK OF MICHIGAN AVENUE NE,38.92879901,-77.0044932,5,5E,4.0,405.0,Cluster 21,002302 2,2302.0,Precinct 44
100 - 399 BLOCK OF MCMILLAN DRIVE NW,38.92219213,-77.01587822,1,1E,3.0,306.0,Cluster 3,003400 5,3400.0,Precinct 20
100 - 399 BLOCK OF TAYLOR STREET NE,38.9407399,-77.00368248,5,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44
100 - 499 BLOCK OF SOUTHERN AVENUE SE,38.82204457,-77.00028064,8,8E,7.0,708.0,Cluster 39,009811 1,9811.0,Precinct 125
1000 - 1009 BLOCK OF SHEPHERD STREET NE,38.93965365,-76.99205312,5,5B,4.0,405.0,Cluster 20,009504 1,9504.0,Precinct 68
1000 - 1010 BLOCK OF WAHLER PLACE SE,38.83458333,-76.99055531,8,8E,7.0,706.0,Cluster 39,009700 2,9700.0,Precinct 121
1000 - 1011 BLOCK OF RHODE ISLAND AVENUE NW,38.91080353,-77.02629933,2,2G,3.0,307.0,Cluster 7,004901 3,4901.0,Precinct 18
1000 - 1019 BLOCK OF 10TH STREET NW,38.90305021,-77.02598543,2,2C,2.0,209.0,Cluster 8,010100 2,10100.0,Precinct 129
1000 - 1025 BLOCK OF WISCONSIN AVENUE NW,38.90300705,-77.06276329,2,2E,2.0,206.0,Cluster 4,000202 4,202.0,Precinct 6
1000 - 1027 BLOCK OF 10TH STREET NE,38.90283631,-76.99263976,6,6A,1.0,104.0,Cluster 25,008410 1,8410.0,Precinct 82
1000 - 1039 BLOCK OF POTOMAC STREET NW,38.90352993,-77.06500805,2,2E,2.0,206.0,Cluster 4,000202 4,202.0,Precinct 6
1000 - 1051 BLOCK OF MAIN DRIVE NW,38.97360937,-77.02723752,4,4A,4.0,401.0,Cluster 40,010300 1,10300.0,Precinct 62
1000 - 1059 BLOCK OF MASSACHUSETTS AVENUE NW,38.90368856,-77.02628633,2,2C,2.0,209.0,Cluster 8,010100 2,10100.0,Precinct 129
1000 - 1089 BLOCK OF 5TH STREET NW,38.90312075,-77.01892839,6,6E,1.0,101.0,Cluster 8,004703 2,4703.0,Precinct 1
1000 - 1091 BLOCK OF 11TH STREET NW,38.90313321,-77.02703884,2,2C,2.0,209.0,Cluster 8,010100 2,10100.0,Precinct 129
1000 - 1099 BLOCK OF 11TH STREET NE,38.90291478,-76.99152424,6,6A,1.0,104.0,Cluster 25,008410 1,8410.0,Precinct 82
1000 - 1099 BLOCK OF 13TH STREET NW,38.90312952,-77.02962472,2,2C,2.0,209.0,Cluster 8,010100 3,10100.0,Precinct 129
1000 - 1099 BLOCK OF 13TH STREET SE,38.87799254,-76.98831377,6,6B,1.0,106.0,Cluster 26,007100 1,7100.0,Precinct 91
1000 - 1099 BLOCK OF 14TH STREET NW,38.90312998,-77.03195398,2,2C,2.0,209.0,Cluster 8,010100 3,10100.0,Precinct 129
1000 - 1099 BLOCK OF 14TH STREET SE,38.87795555,-76.98551336,6,6B,1.0,106.0,Cluster 26,007100 1,7100.0,Precinct 91
1000 - 1099 BLOCK OF 15TH STREET NW,38.90312735,-77.03457607,2,2C,2.0,207.0,Cluster 6,010100 1,10100.0,Precinct 129
1000 - 1099 BLOCK OF 16TH STREET NE,38.90367043,-76.98212554,5,5D,5.0,506.0,Cluster 23,008802 1,8802.0,Precinct 77
1000 - 1099 BLOCK OF 16TH STREET NW,38.90313206,-77.03654102,2,2C,2.0,207.0,Cluster 6,010100 1,10100.0,Precinct 17
1000 - 1099 BLOCK OF 17TH PLACE NE,38.90310887,-76.98006158,5,5D,5.0,507.0,Cluster 23,008903 3,8903.0,Precinct 78
1000 - 1099 BLOCK OF 17TH STREET NW,38.90313278,-77.03850908,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1000 - 1099 BLOCK OF 18TH STREET NE,38.90311185,-76.97807669,5,5D,5.0,507.0,Cluster 23,008903 2,8903.0,Precinct 78
1000 - 1099 BLOCK OF 18TH STREET NW,38.90313457,-77.04168962,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1000 - 1099 BLOCK OF 19TH STREET NW,38.90313411,-77.04345813,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1000 - 1099 BLOCK OF 1ST STREET NE,38.90312385,-77.00588632,6,6E,5.0,501.0,Cluster 25,010603 3,10603.0,Precinct 144
1000 - 1099 BLOCK OF 1ST STREET NW,38.90312426,-77.0121675,6,6E,1.0,102.0,Cluster 8,004704 1,4704.0,Precinct 1
1000 - 1099 BLOCK OF 1ST STREET SE,38.87796738,-77.00587769,6,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131
1000 - 1099 BLOCK OF 22ND STREET NW,38.90292939,-77.04881745,2,2A,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 4
1000 - 1099 BLOCK OF 25TH STREET NW,38.90308229,-77.05330406,2,2A,2.0,207.0,Cluster 5,005601 2,5601.0,Precinct 4
1000 - 1099 BLOCK OF 3RD PLACE SE,38.87796531,-77.00126713,8,8F,1.0,106.0,Cluster 27,007203 4,7203.0,Precinct 131
1000 - 1099 BLOCK OF 3RD STREET NE,38.90312227,-77.00203989,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83
1000 - 1099 BLOCK OF 3RD STREET SE,38.87796625,-77.00204305,8,8F,1.0,106.0,Cluster 27,007203 4,7203.0,Precinct 131
1000 - 1099 BLOCK OF 3RD STREET SW,38.87797167,-77.01520867,6,6D,1.0,105.0,Cluster 9,010201 2,10201.0,Precinct 128
1000 - 1099 BLOCK OF 44TH STREET NE,38.90395415,-76.93887176,7,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93
1000 - 1099 BLOCK OF 45TH STREET NE,38.9038391,-76.93754563,7,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93
1000 - 1099 BLOCK OF 47TH PLACE NE,38.90414661,-76.93460137,7,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93
1000 - 1099 BLOCK OF 47TH STREET NE,38.90414818,-76.93540729,7,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93
1000 - 1099 BLOCK OF 48TH PLACE NE,38.90380997,-76.93271268,7,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93
1000 - 1099 BLOCK OF 49TH PLACE NE,38.90399912,-76.93066486,7,7C,6.0,602.0,Cluster 31,007806 1,7806.0,Precinct 93
1000 - 1099 BLOCK OF 49TH STREET NE,38.90385612,-76.93166732,7,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93
1000 - 1099 BLOCK OF 4TH STREET NE,38.90312012,-77.00057125,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83
1000 - 1099 BLOCK OF 4TH STREET NW,38.90312729,-77.01617419,6,6E,1.0,101.0,Cluster 8,004703 4,4703.0,Precinct 1
1000 - 1099 BLOCK OF 4TH STREET SE,38.87796482,-77.00058131,8,8F,1.0,106.0,Cluster 27,007203 4,7203.0,Precinct 131
1000 - 1099 BLOCK OF 50TH STREET NE,38.9040903,-76.928592,7,7C,6.0,602.0,Cluster 31,007806 1,7806.0,Precinct 93
1000 - 1099 BLOCK OF 51ST STREET NE,38.90410418,-76.92628287,7,7C,6.0,602.0,Cluster 31,007806 1,7806.0,Precinct 93
1000 - 1099 BLOCK OF 5TH STREET NE,38.90312048,-76.99950715,6,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83
1000 - 1099 BLOCK OF 5TH STREET SE,38.87796549,-76.99951931,8,8F,1.0,106.0,Cluster 27,007203 2,7203.0,Precinct 131
1000 - 1099 BLOCK OF 6TH STREET NE,38.90311966,-76.99844328,6,6C,5.0,501.0,Cluster 25,010602 2,10602.0,Precinct 83
1000 - 1099 BLOCK OF 7TH STREET NE,38.90312042,-76.99616452,6,6C,5.0,501.0,Cluster 25,010602 2,10602.0,Precinct 83
1000 - 1099 BLOCK OF 8TH STREET SE,38.87787395,-76.99497232,8,8F,1.0,106.0,Cluster 27,007203 2,7203.0,Precinct 131
1000 - 1099 BLOCK OF ALABAMA AVENUE SE,38.84406183,-76.99204234,8,8C,7.0,705.0,Cluster 39,007304 2,7304.0,Precinct 120
1000 - 1099 BLOCK OF BLADENSBURG ROAD NE,38.90320358,-76.98136764,5,5D,5.0,506.0,Cluster 23,008802 1,8802.0,Precinct 77
1000 - 1099 BLOCK OF BUNKER HILL ROAD NE,38.93528025,-76.99264437,5,5B,5.0,504.0,Cluster 20,009504 1,9504.0,Precinct 68
1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,38.90314383,-77.03966715,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1000 - 1099 BLOCK OF CONSTITUTION AVENUE NE,38.89200894,-76.99209001,6,6A,1.0,108.0,Cluster 25,008100 2,8100.0,Precinct 85
1000 - 1099 BLOCK OF D STREET NE,38.8947846,-76.99208751,6,6A,1.0,108.0,Cluster 25,008100 2,8100.0,Precinct 85
1000 - 1099 BLOCK OF DELAWARE AVENUE SW,38.87794161,-77.01343132,6,6D,1.0,105.0,Cluster 9,010500 3,10500.0,Precinct 128
1000 - 1099 BLOCK OF E STREET SE,38.88272748,-76.99208313,6,6B,1.0,106.0,Cluster 26,007000 2,7000.0,Precinct 90
1000 - 1099 BLOCK OF EAST CAPITOL STREET,38.88980234,-76.99208795,6,6A,1.0,108.0,Cluster 26,008100 3,8100.0,Precinct 85
1000 - 1099 BLOCK OF F STREET NE,38.89733324,-76.99208573,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82
1000 - 1099 BLOCK OF F STREET NW,38.89734789,-77.02650856,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129
1000 - 1099 BLOCK OF FAIRMONT STREET NW,38.92482409,-77.02634717,1,1A,3.0,304.0,Cluster 2,003500 1,3500.0,Precinct 37
1000 - 1099 BLOCK OF G STREET NE,38.89891043,-76.99208636,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82
1000 - 1099 BLOCK OF G STREET NW,38.8983153,-77.02651433,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129
1000 - 1099 BLOCK OF GIRARD STREET NW,38.92581399,-77.02642215,1,1A,3.0,304.0,Cluster 2,003500 1,3500.0,Precinct 37
1000 - 1099 BLOCK OF H STREET NE,38.90020051,-76.99208541,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82
1000 - 1099 BLOCK OF H STREET NW,38.89981699,-77.0265142,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129
1000 - 1099 BLOCK OF HALF STREET SE,38.87796585,-77.00745493,6,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131
1000 - 1099 BLOCK OF I STREET NE,38.90132106,-76.99208529,6,6A,1.0,104.0,Cluster 25,008410 1,8410.0,Precinct 82
1000 - 1099 BLOCK OF I STREET NW,38.90084485,-77.02650559,2,2C,2.0,209.0,Cluster 8,005802 5,5802.0,Precinct 129
1000 - 1099 BLOCK OF INDEPENDENCE AVENUE SE,38.88759393,-76.99208606,6,6B,1.0,107.0,Cluster 26,006700 3,6700.0,Precinct 88
1000 - 1099 BLOCK OF IRVING STREET NW,38.92876538,-77.02687153,1,1A,3.0,302.0,Cluster 2,003100 1,3100.0,Precinct 38
1000 - 1099 BLOCK OF K STREET NW,38.90252175,-77.02651301,2,2C,2.0,209.0,Cluster 8,010100 2,10100.0,Precinct 129
1000 - 1099 BLOCK OF KENYON STREET NW,38.9297403,-77.02706288,1,1A,3.0,302.0,Cluster 2,003100 1,3100.0,Precinct 38
1000 - 1099 BLOCK OF L STREET NW,38.90417154,-77.02651363,2,2F,3.0,307.0,Cluster 8,004902 3,4902.0,Precinct 129
1000 - 1099 BLOCK OF L STREET SE,38.8772287,-76.99209303,8,8F,1.0,106.0,Cluster 27,007203 2,7203.0,Precinct 131
1000 - 1099 BLOCK OF LAMONT STREET NW,38.93071514,-77.02725435,1,1A,3.0,302.0,Cluster 2,003100 2,3100.0,Precinct 38
1000 - 1099 BLOCK OF M STREET NW,38.9056454,-77.02651037,2,2F,3.0,307.0,Cluster 7,004902 2,4902.0,Precinct 129
1000 - 1099 BLOCK OF MARYLAND AVENUE NE,38.89660095,-76.992085,6,6A,1.0,104.0,Cluster 25,008402 2,8402.0,Precinct 82
1000 - 1099 BLOCK OF MASSACHUSETTS AVENUE NE,38.89055751,-76.99209743,6,6A,1.0,108.0,Cluster 26,008100 3,8100.0,Precinct 85
